City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Guangshui,31.6199,113.9978,79.18,59,0,4.85,CN,2022-09-16 00:52:05
293,Axim,4.8699,-2.2405,74.84,93,100,8.23,GH,2022-09-16 00:52:06
294,Carutapera,-1.195,-46.02,77.92,83,99,6.51,BR,2022-09-16 00:52:06
295,Jackson,42.4165,-122.8345,79.72,40,20,10.36,US,2022-09-16 00:52:06
296,Russell,32.3502,-85.1999,78.4,61,0,0.0,US,2022-09-16 00:42:45
297,Tiksi,71.6872,128.8694,37.54,69,100,18.32,RU,2022-09-16 00:52:07
298,Airai,-8.9266,125.4092,74.93,36,100,2.71,TL,2022-09-16 00:52:07
299,Svetlaya,46.5389,138.3297,59.95,71,100,7.31,RU,2022-09-16 00:52:08
300,Khatanga,71.9667,102.5,32.04,98,100,9.6,RU,2022-09-16 00:52:08
301,Cacador,-26.7753,-51.015,51.87,95,73,5.5,BR,2022-09-16 00:52:08
302,Guerrero Negro,27.9769,-114.0611,71.42,74,0,20.11,MX,2022-09-16 00:52:09
303,Mendota,36.7536,-120.3816,82.67,26,0,11.9,US,2022-09-16 00:52:09
304,Katsuura,35.1333,140.3,78.85,58,63,10.47,JP,2022-09-16 00:52:09
305,Bambous Virieux,-20.3428,57.7575,70.21,78,40,11.5,MU,2022-09-16 00:52:10
306,Nacala,-14.5428,40.6728,68.29,94,14,5.7,MZ,2022-09-16 00:44:15
307,Upata,8.0086,-62.3989,72.01,95,54,3.47,VE,2022-09-16 00:52:10
308,Naranjito,-2.2167,-79.4833,74.88,70,100,5.73,EC,2022-09-16 00:52:11
309,Moose Factory,51.2585,-80.6094,46.4,87,100,0.0,CA,2022-09-16 00:52:11
310,Brejo,-3.6844,-42.7503,74.23,87,96,8.59,BR,2022-09-16 00:52:11
311,Goundam,16.4145,-3.6708,93.54,26,96,3.38,ML,2022-09-16 00:52:12
312,Teknaf,20.8624,92.3058,77.85,88,88,5.14,BD,2022-09-16 00:53:12
313,Olenegorsk,68.15,33.3,46.85,94,100,9.19,RU,2022-09-16 00:53:12
314,New Norfolk,-42.7826,147.0587,54.9,89,100,1.01,AU,2022-09-16 00:53:13
315,Oskemen,49.9565,82.6119,34.93,74,75,0.0,KZ,2022-09-16 00:53:13
316,Souillac,-20.5167,57.5167,70.18,78,40,11.5,MU,2022-09-16 00:53:14
317,Plainview,40.7765,-73.4673,70.68,62,0,6.44,US,2022-09-16 00:53:14
318,Sasykoli,47.5515,46.9968,63.88,76,100,11.25,RU,2022-09-16 00:53:14
319,Santa Rosa,14.3122,121.1114,85.08,78,73,9.6,PH,2022-09-16 00:51:41
320,Karonga,-9.9333,33.9333,71.08,67,4,2.8,MW,2022-09-16 00:53:15
321,Kawalu,-7.3817,108.2082,74.71,89,100,3.2,ID,2022-09-16 00:53:15
322,Ostrovnoy,68.0531,39.5131,46.33,98,99,8.72,RU,2022-09-16 00:53:15
323,Pontypool,51.7011,-3.0444,51.04,85,8,6.31,GB,2022-09-16 00:53:16
324,Laela,-8.5667,32.05,59.38,64,42,2.82,TZ,2022-09-16 00:53:16
325,Meulaboh,4.1363,96.1285,78.01,84,62,4.18,ID,2022-09-16 00:53:17
326,Slavyanka,42.8633,131.3847,61.52,88,100,7.58,RU,2022-09-16 00:53:17
327,Koslan,63.4564,48.8989,49.5,95,100,8.63,RU,2022-09-16 00:53:17
328,Eregli,37.5133,34.0467,60.4,32,0,0.85,TR,2022-09-16 00:53:18
329,Murom,55.5656,42.0417,46.2,94,38,5.57,RU,2022-09-16 00:53:18
330,Haimen,23.1935,116.6142,80.49,61,3,5.57,CN,2022-09-16 00:53:18
331,Ust-Omchug,61.15,149.6333,43.23,55,97,5.23,RU,2022-09-16 00:53:19
332,Nome,64.5011,-165.4064,54.16,75,77,11.97,US,2022-09-16 00:53:19
333,Manokwari,-0.8667,134.0833,83.03,67,46,4.41,ID,2022-09-16 00:53:19
334,Richards Bay,-28.783,32.0377,66.04,78,4,6.73,ZA,2022-09-16 00:53:20
335,Tocache,-8.1842,-76.5125,70.79,96,100,1.39,PE,2022-09-16 00:53:20
336,Monte Carmelo,-18.7247,-47.4986,71.22,60,1,10.2,BR,2022-09-16 00:53:20
337,Porto Velho,-8.7619,-63.9039,80.65,65,0,3.44,BR,2022-09-16 00:51:51
338,Rostovka,55.3842,71.8891,45.05,69,25,6.82,RU,2022-09-16 00:53:21
339,Aron,24.3833,77.4167,72.0,97,100,11.92,IN,2022-09-16 00:53:21
340,Sawakin,19.1059,37.3321,86.22,55,4,3.09,SD,2022-09-16 00:53:22
341,Barabai,-2.5833,115.3833,80.62,75,100,0.43,ID,2022-09-16 00:53:22
342,Takoradi,4.8845,-1.7554,74.84,93,100,7.72,GH,2022-09-16 00:53:22
343,Tual,-5.6667,132.75,81.93,78,18,10.94,ID,2022-09-16 00:53:23
344,Norton,-17.8833,30.7,55.27,67,0,7.2,ZW,2022-09-16 00:53:23
345,Homun,20.7333,-89.2833,75.94,97,93,7.2,MX,2022-09-16 00:53:24
346,Aleksandrov Gay,50.147,48.5704,56.57,81,95,7.11,RU,2022-09-16 00:53:24
347,Praia Da Vitoria,38.7333,-27.0667,75.45,88,40,10.07,PT,2022-09-16 00:53:25
348,Labuhan,-6.8844,112.2051,81.36,70,100,9.62,ID,2022-09-16 00:49:47
349,Namalenga,-10.95,39.1,66.29,93,55,3.13,TZ,2022-09-16 00:53:26
350,Trairi,-3.2778,-39.2689,77.7,79,6,11.21,BR,2022-09-16 00:52:23
351,Smithers,54.7804,-127.1743,61.12,55,75,9.22,CA,2022-09-16 00:53:27
352,Sola,-13.8833,167.55,84.87,74,40,5.75,VU,2022-09-16 00:53:27
353,Agar,23.7,76.0167,72.39,95,100,12.8,IN,2022-09-16 00:53:28
354,Peyima,8.7,-11.0333,70.45,100,100,1.83,SL,2022-09-16 00:53:28
355,Lazaro Cardenas,17.9583,-102.2,80.78,82,69,5.37,MX,2022-09-16 00:53:28
356,Batagay,67.6333,134.6333,36.84,88,98,2.57,RU,2022-09-16 00:53:29
357,Yantal,56.8471,105.2542,44.35,63,7,3.09,RU,2022-09-16 00:53:29
358,Ovalle,-30.5983,-71.2003,60.73,70,100,1.83,CL,2022-09-16 00:49:13
359,Roma,43.2128,-75.4557,53.38,80,33,1.01,US,2022-09-16 00:53:30
360,Bocas Del Toro,9.3333,-82.25,80.94,75,100,2.19,PA,2022-09-16 00:53:30
361,Nenjiang,49.1833,125.2167,66.0,71,77,5.35,CN,2022-09-16 00:54:30
362,Blythe,33.6103,-114.5964,96.03,23,0,13.67,US,2022-09-16 00:53:58
363,Loa Janan,-0.583,117.095,76.21,94,100,2.28,ID,2022-09-16 00:54:31
364,Green Valley,31.8543,-110.9937,93.43,30,0,8.08,US,2022-09-16 00:54:31
365,Hami,42.8,93.45,60.28,31,0,16.24,CN,2022-09-16 00:52:18
366,Kanye,-24.9667,25.3327,59.4,39,0,4.81,BW,2022-09-16 00:54:32
367,Qui Nhon,13.7667,109.2333,81.14,77,99,5.91,VN,2022-09-16 00:54:32
368,Puerto Ayacucho,5.6639,-67.6236,76.42,91,100,4.52,VE,2022-09-16 00:54:32
369,Butaritari,3.0707,172.7902,82.15,71,31,15.93,KI,2022-09-16 00:54:33
370,Ancud,-41.8697,-73.8203,41.23,86,100,2.48,CL,2022-09-16 00:54:33
371,Aswan,24.0934,32.907,81.7,28,0,6.91,EG,2022-09-16 00:54:33
372,Kushima,31.4583,131.2333,81.91,71,100,14.67,JP,2022-09-16 00:54:34
373,Acarau,-2.8856,-40.12,77.79,79,9,16.13,BR,2022-09-16 00:54:34
374,Yulara,-25.2406,130.9889,68.34,21,5,6.91,AU,2022-09-16 00:54:34
375,Gimli,50.6336,-96.9907,62.62,77,54,12.66,CA,2022-09-16 00:54:35
376,Kholtoson,50.2981,103.3097,36.01,100,100,4.43,RU,2022-09-16 00:54:35
377,Yumen,40.2833,97.2,57.18,35,0,14.83,CN,2022-09-16 00:54:35
378,Belmonte,-15.8631,-38.8828,72.79,89,8,6.51,BR,2022-09-16 00:54:36
379,Namibe,-15.1961,12.1522,68.09,87,86,6.58,AO,2022-09-16 00:54:36
380,Mayo,38.8876,-76.5119,70.95,78,0,1.01,US,2022-09-16 00:54:36
381,Volsk,52.0333,47.3833,50.16,92,47,3.29,RU,2022-09-16 00:54:37
382,Necochea,-38.5473,-58.7368,55.53,58,16,16.42,AR,2022-09-16 00:54:37
383,Ukiah,39.1502,-123.2078,78.85,51,0,9.22,US,2022-09-16 00:54:37
384,Hamilton,39.1834,-84.5333,73.09,78,3,2.8,US,2022-09-16 00:54:38
385,Lompoc,34.6391,-120.4579,77.77,73,0,18.41,US,2022-09-16 00:53:22
386,Beltinci,46.6053,16.2406,64.74,96,100,3.65,SI,2022-09-16 00:54:38
387,Kieta,-6.2167,155.6333,83.93,68,95,3.94,PG,2022-09-16 00:54:39
388,Faanui,-16.4833,-151.75,77.5,75,12,23.0,PF,2022-09-16 00:54:39
389,Mesquite,32.7668,-96.5992,84.61,45,0,3.0,US,2022-09-16 00:52:10
390,Ambovombe,-25.1667,46.0833,65.82,73,0,6.6,MG,2022-09-16 00:54:39
391,Fairhope,30.523,-87.9033,81.05,60,0,3.0,US,2022-09-16 00:54:40
392,Roald,62.5833,6.1333,55.76,87,75,17.27,NO,2022-09-16 00:54:40
393,Zhangjiakou,40.81,114.8794,70.43,48,1,2.08,CN,2022-09-16 00:54:40
394,Byron Bay,-28.65,153.6167,71.71,62,66,14.34,AU,2022-09-16 00:54:41
395,Redmond,47.674,-122.1215,71.98,69,83,1.99,US,2022-09-16 00:54:41
396,Amga,60.8953,131.9608,45.0,60,43,7.72,RU,2022-09-16 00:54:41
397,Acapulco,16.8634,-99.8901,79.43,85,100,4.5,MX,2022-09-16 00:54:42
398,Hammond,41.5834,-87.5,78.15,76,0,4.61,US,2022-09-16 00:54:39
399,Rock Sound,24.9,-76.2,84.22,68,12,7.85,BS,2022-09-16 00:54:42
400,Turtas,58.9417,69.1325,49.89,68,100,5.37,RU,2022-09-16 00:54:43
401,Gornopravdinsk,60.05,69.9,43.45,85,93,5.12,RU,2022-09-16 00:54:43
402,Converse,29.518,-98.3161,89.69,53,20,11.5,US,2022-09-16 00:54:43
403,Benin,9.5,2.25,68.79,98,100,2.33,BJ,2022-09-16 00:54:44
404,Kampot,10.6167,104.1833,84.25,78,85,9.44,KH,2022-09-16 00:54:44
405,Round Rock,30.5083,-97.6789,87.31,56,40,9.22,US,2022-09-16 00:52:31
406,Koping,59.514,15.9926,53.51,92,100,7.7,SE,2022-09-16 00:54:44
407,Aguimes,27.9054,-15.4461,74.03,69,75,23.02,ES,2022-09-16 00:54:45
408,Champerico,14.3,-91.9167,82.94,83,100,9.4,GT,2022-09-16 00:54:45
409,Dingle,10.9995,122.6711,76.75,92,100,8.25,PH,2022-09-16 00:55:46
410,Clyde River,70.4692,-68.5914,35.83,100,0,3.44,CA,2022-09-16 00:55:46
411,Eureka,40.8021,-124.1637,66.2,82,18,5.01,US,2022-09-16 00:55:46
412,Billings,45.7833,-108.5007,75.29,44,40,10.36,US,2022-09-16 00:51:03
413,Dubbo,-32.25,148.6167,62.73,72,0,8.05,AU,2022-09-16 00:55:47
414,Nelson Bay,-32.7167,152.15,70.09,68,0,8.99,AU,2022-09-16 00:55:47
415,Granada,37.25,-3.25,61.45,85,0,1.99,ES,2022-09-16 00:55:48
416,Tura,25.5198,90.2201,72.95,98,99,5.37,IN,2022-09-16 00:55:48
417,Shimoda,34.6667,138.95,78.1,67,65,13.69,JP,2022-09-16 00:55:48
418,Mersing,2.4312,103.8405,75.11,94,40,0.0,MY,2022-09-16 00:55:49
419,Talcahuano,-36.7167,-73.1167,55.08,82,100,5.75,CL,2022-09-16 00:55:08
420,Sinnamary,5.3833,-52.95,79.81,87,49,10.13,GF,2022-09-16 00:55:49
421,Quang Ngai,15.1167,108.8,81.37,76,100,3.02,VN,2022-09-16 00:54:57
422,Ixtapa,20.7,-105.2,79.11,95,100,2.01,MX,2022-09-16 00:52:04
423,Gobabis,-22.45,18.9667,61.52,28,6,12.59,NA,2022-09-16 00:55:50
424,Urdoma,61.7533,48.5442,49.68,93,100,7.63,RU,2022-09-16 00:55:50
425,Misratah,32.3754,15.0925,77.76,64,0,11.56,LY,2022-09-16 00:55:50
426,Tutoia,-2.7619,-42.2744,78.48,80,54,13.13,BR,2022-09-16 00:55:51
427,Champoton,19.35,-90.7167,82.2,79,97,9.42,MX,2022-09-16 00:55:51
428,Kirakira,-10.4544,161.9205,83.59,73,28,5.57,SB,2022-09-16 00:55:51
429,Lindsay,36.203,-119.0882,84.78,39,0,8.05,US,2022-09-16 00:55:52
430,Awbari,26.5921,12.7805,80.01,20,0,6.22,LY,2022-09-16 00:55:52
431,Dickinson,29.4608,-95.0513,84.13,79,4,5.01,US,2022-09-16 00:55:52
432,Sudak,44.85,34.9667,69.94,87,43,11.52,UA,2022-09-16 00:55:53
433,Beyneu,45.3167,55.2,60.64,72,15,7.43,KZ,2022-09-16 00:55:53
434,Aparecida Do Taboado,-20.0867,-51.0936,71.96,66,95,3.78,BR,2022-09-16 00:55:53
435,Balikpapan,-1.2675,116.8289,81.59,83,40,9.22,ID,2022-09-16 00:55:54
436,Sitka,57.0531,-135.33,55.98,71,57,5.08,US,2022-09-16 00:55:54
437,Kaeo,-35.1,173.7833,61.32,75,99,6.49,NZ,2022-09-16 00:55:54
438,Okmulgee,35.6234,-95.9605,83.08,36,0,6.91,US,2022-09-16 00:51:30
439,Svetlogorsk,52.6333,29.7333,53.83,93,100,5.88,BY,2022-09-16 00:55:55
440,Thinadhoo,0.5333,72.9333,80.58,70,3,1.48,MV,2022-09-16 00:55:55
441,Portland,45.5234,-122.6762,74.84,55,96,5.01,US,2022-09-16 00:54:26
442,Tymovskoye,50.8456,142.655,56.37,46,12,4.74,RU,2022-09-16 00:55:56
443,Araouane,18.9048,-3.5265,95.14,24,0,8.57,ML,2022-09-16 00:55:56
444,Nkhata Bay,-11.6066,34.2907,68.7,70,56,3.91,MW,2022-09-16 00:55:56
445,Deputatskiy,69.3,139.9,29.95,83,54,2.3,RU,2022-09-16 00:55:57
446,Simbahan,6.3032,120.5836,83.59,69,100,8.21,PH,2022-09-16 00:55:57
447,Mitu,1.1983,-70.1733,73.6,92,95,2.57,CO,2022-09-16 00:55:57
448,Talara,-4.5772,-81.2719,65.16,82,100,11.5,PE,2022-09-16 00:55:58
449,Yar-Sale,66.8333,70.8333,44.91,86,100,8.57,RU,2022-09-16 00:55:58
450,Novyy Urengoy,66.0833,76.6333,44.49,91,100,4.94,RU,2022-09-16 00:55:58
451,Fort-Shevchenko,44.5086,50.263,66.56,63,100,8.14,KZ,2022-09-16 00:55:59
452,San Ramon,37.7799,-121.978,73.81,69,0,7.0,US,2022-09-16 00:55:59
453,Aquiraz,-3.9014,-38.3911,79.18,81,11,10.67,BR,2022-09-16 00:51:10
454,Londoko,49.0333,131.9833,63.82,66,11,3.91,RU,2022-09-16 00:55:59
455,Syracuse,37.0881,15.2792,76.37,63,1,9.98,IT,2022-09-16 00:57:00
456,Sovetskaya Gavan,48.9723,140.2878,58.71,55,10,5.68,RU,2022-09-16 00:57:00
457,Maniitsoq,65.4167,-52.9,43.5,95,100,6.33,GL,2022-09-16 00:57:01
458,Yining,29.0361,114.5636,81.54,55,0,0.43,CN,2022-09-16 00:57:01
459,Khani,41.9563,42.9566,49.57,46,87,5.79,GE,2022-09-16 00:57:01
460,Snasa,64.2457,12.3778,51.21,90,100,1.05,NO,2022-09-16 00:57:02
461,Havre-Saint-Pierre,50.2334,-63.5986,51.8,93,100,4.61,CA,2022-09-16 00:57:02
462,Laiyang,36.9758,120.7136,71.19,95,100,16.37,CN,2022-09-16 00:57:03
463,Harqalah,36.0303,10.509,80.46,78,0,4.61,TN,2022-09-16 00:57:03
464,Saint-Gabriel,46.3001,-73.3824,56.88,64,86,4.92,CA,2022-09-16 00:57:03
465,Lieksa,63.3167,30.0167,50.56,94,100,12.8,FI,2022-09-16 00:57:04
466,Sibolga,1.7427,98.7792,79.48,77,90,1.03,ID,2022-09-16 00:57:04
467,Sayyan,15.1718,44.3244,63.36,29,12,4.32,YE,2022-09-16 00:57:04
468,Palmer,42.1584,-72.3287,56.44,74,0,2.24,US,2022-09-16 00:57:05
469,Dukat,62.55,155.55,38.7,50,94,9.46,RU,2022-09-16 00:57:05
470,Chicama,-7.8447,-79.1469,59.54,79,28,5.57,PE,2022-09-16 00:57:06
471,Karaidel,55.8337,56.9069,56.1,42,100,13.27,RU,2022-09-16 00:57:06
472,South Bend,41.6834,-86.25,70.11,87,100,5.12,US,2022-09-16 00:56:21
473,Port Angeles,48.1181,-123.4307,68.32,73,100,17.27,US,2022-09-16 00:52:12
474,Fort Nelson,58.8053,-122.7002,71.19,30,75,4.61,CA,2022-09-16 00:57:07
475,Bogomila,41.5931,21.4717,59.18,43,100,5.12,MK,2022-09-16 00:57:07
476,Kinkala,-4.3614,14.7644,72.46,81,100,7.47,CG,2022-09-16 00:57:07
477,Markova,48.6758,24.4138,57.96,97,100,4.52,UA,2022-09-16 00:57:08
478,Paranaiba,-19.6772,-51.1908,72.82,67,100,5.57,BR,2022-09-16 00:57:08
479,Natal,-5.795,-35.2094,80.82,78,20,9.22,BR,2022-09-16 00:57:08
480,Arman,59.7,150.1667,57.02,48,100,5.41,RU,2022-09-16 00:57:09
481,Karratha,-20.7377,116.8463,78.53,24,0,19.1,AU,2022-09-16 00:57:09
482,Jardim,-21.4803,-56.1381,65.14,52,100,3.31,BR,2022-09-16 00:57:09
483,Madruga,22.9114,-81.8561,77.68,82,98,2.8,CU,2022-09-16 00:57:10
484,Oranjemund,-28.55,16.4333,56.82,83,100,3.71,NA,2022-09-16 00:57:10
485,Bereda,43.2686,-7.5406,64.42,100,100,4.16,ES,2022-09-16 00:57:11
486,Tarakan,3.3,117.6333,78.3,83,20,5.75,ID,2022-09-16 00:55:05
487,Bone,51.9669,12.1396,55.89,80,17,10.56,DE,2022-09-16 00:57:11
488,Nouadhibou,20.931,-17.0347,75.18,69,3,23.02,MR,2022-09-16 00:55:15
489,Kalmunai,7.4167,81.8167,78.3,83,100,4.09,LK,2022-09-16 00:57:11
490,Urucara,-2.5364,-57.76,81.21,53,73,1.88,BR,2022-09-16 00:57:12
491,Silvan,38.1419,41.0081,65.75,24,0,1.9,TR,2022-09-16 00:57:12
492,Cantagallo,7.376,-73.9196,84.78,93,100,2.08,CO,2022-09-16 00:57:13
493,Kaputa,-8.4689,29.6619,72.77,51,100,4.03,ZM,2022-09-16 00:57:13
494,Goderich,43.7501,-81.7165,59.32,67,44,4.61,CA,2022-09-16 00:57:13
495,Uttaradit,17.6667,100.5,74.14,88,100,2.42,TH,2022-09-16 00:57:14
496,Pineville,31.3224,-92.4343,75.33,70,1,4.9,US,2022-09-16 00:57:14
497,Kattivakkam,13.2167,80.3167,82.49,77,100,8.01,IN,2022-09-16 00:57:14
498,Kisangani,0.5167,25.2,69.06,97,10,2.13,CD,2022-09-16 00:56:35
499,Ati,13.2154,18.3353,79.02,66,100,7.31,TD,2022-09-16 00:57:15
500,Vila Velha,-20.3297,-40.2925,75.15,89,100,5.99,BR,2022-09-16 00:54:32
501,Yelizovo,53.1873,158.3805,55.54,66,75,4.47,RU,2022-09-16 00:58:15
502,Beringovskiy,63.05,179.3167,44.11,92,100,11.83,RU,2022-09-16 00:58:16
503,Quesnel,52.9999,-122.5029,55.9,94,100,3.44,CA,2022-09-16 00:58:16
504,Progreso,21.2833,-89.6667,76.1,87,98,12.77,MX,2022-09-16 00:58:16
505,Guiyang,26.5833,106.7167,66.69,100,75,2.24,CN,2022-09-16 00:58:17
506,Isangel,-19.55,169.2667,78.91,73,40,6.91,VU,2022-09-16 00:53:41
507,High Rock,26.6208,-78.2833,75.22,69,100,11.59,BS,2022-09-16 00:58:17
508,Melilla,35.2937,-2.9383,73.78,68,0,9.22,ES,2022-09-16 00:58:18
509,Mackay,-21.15,149.2,80.69,69,0,11.52,AU,2022-09-16 00:58:18
510,Rantepao,-2.9701,119.8978,77.25,69,54,3.38,ID,2022-09-16 00:58:19
511,Bulungu,-4.55,18.6,71.06,91,100,0.78,CD,2022-09-16 00:58:19
512,Vicksburg,32.3526,-90.8779,73.13,94,0,0.0,US,2022-09-16 00:57:03
513,Turkistan,43.0,68.0,57.07,23,20,2.06,KZ,2022-09-16 00:58:19
514,Portlethen,57.0547,-2.1307,46.78,91,35,10.36,GB,2022-09-16 00:58:20
515,Pandhurna,21.6,78.5167,71.98,97,100,9.26,IN,2022-09-16 00:58:20
516,Ballitoville,-29.539,31.2144,69.94,83,75,11.5,ZA,2022-09-16 00:58:20
517,Bayan,46.0833,127.4,64.29,75,100,9.73,CN,2022-09-16 00:58:21
518,Skibbereen,51.55,-9.2667,52.11,88,35,5.48,IE,2022-09-16 00:58:21
519,Mogadouro,41.3403,-6.7119,60.26,76,0,2.06,PT,2022-09-16 00:58:22
520,Yeniseysk,58.4497,92.1703,40.68,81,13,1.68,RU,2022-09-16 00:58:22
521,Haines Junction,60.7522,-137.5108,55.35,44,69,10.36,CA,2022-09-16 00:58:22
522,Tianpeng,30.9866,103.9393,71.73,90,100,4.9,CN,2022-09-16 00:58:23
523,Dunedin,-45.8742,170.5036,46.8,66,60,10.0,NZ,2022-09-16 00:58:23
524,Potsdam,52.3989,13.0657,55.02,94,13,1.99,DE,2022-09-16 00:53:55
525,Luena,-11.7833,19.9167,59.92,48,15,1.77,AO,2022-09-16 00:58:24
526,Gornyy,55.1153,83.9059,37.98,80,6,4.7,RU,2022-09-16 00:58:24
527,Atar,20.5169,-13.0499,91.0,21,0,11.3,MR,2022-09-16 00:58:24
528,Cuamba,-14.8031,36.5372,66.49,63,12,1.74,MZ,2022-09-16 00:58:25
529,Pucallpa,-8.3791,-74.5539,66.24,94,75,13.8,PE,2022-09-16 00:58:25
530,Zaysan,47.4667,84.8667,46.18,44,100,1.66,KZ,2022-09-16 00:58:25
531,Ust-Tsilma,65.441,52.1498,48.58,96,100,5.77,RU,2022-09-16 00:58:26
532,Dekar,-21.5333,21.9333,62.47,34,0,9.24,BW,2022-09-16 00:58:26
533,Dok Kham Tai,19.1624,99.9934,74.41,96,100,3.38,TH,2022-09-16 00:58:26
534,Vannes,47.8333,-2.5,52.41,86,100,6.22,FR,2022-09-16 00:58:27
535,Diplo,24.4667,69.584,79.79,82,75,17.96,PK,2022-09-16 00:58:27
536,Cervo,43.6702,-7.4101,64.96,87,100,8.46,ES,2022-09-16 00:58:28
537,Sobolevo,54.4299,31.8996,53.02,97,100,8.14,RU,2022-09-16 00:58:28
538,Muros,42.7762,-9.0603,67.08,88,10,7.25,ES,2022-09-16 00:58:29
539,Aviles,43.5547,-5.9248,67.39,83,100,2.3,ES,2022-09-16 00:58:29
540,Yenagoa,4.9247,6.2642,73.78,96,100,3.13,NG,2022-09-16 00:58:30
541,Tam Ky,15.5667,108.4833,80.83,76,97,3.98,VN,2022-09-16 00:55:23
542,Weinan,34.5036,109.5089,74.88,46,3,4.23,CN,2022-09-16 00:58:32
543,Coahuayana,18.7333,-103.6833,79.88,90,100,3.13,MX,2022-09-16 00:58:32
544,Geraldton,-28.7667,114.6,59.41,94,100,4.61,AU,2022-09-16 00:58:33
545,Crixas,-14.5489,-49.9692,86.92,30,5,6.62,BR,2022-09-16 00:59:33
546,Canmore,51.0834,-115.3521,66.31,44,70,4.61,CA,2022-09-16 00:57:22
547,Birao,10.2849,22.7882,72.32,93,100,3.44,CF,2022-09-16 00:59:34
548,Ahuimanu,21.4447,-157.8378,83.19,70,45,5.01,US,2022-09-16 00:59:34
549,Fairbanks,64.8378,-147.7164,58.08,86,100,5.3,US,2022-09-16 00:55:02
550,Olinda,-8.0089,-34.8553,78.53,69,40,6.91,BR,2022-09-16 00:59:35
551,Touros,-5.1989,-35.4608,77.23,79,9,14.32,BR,2022-09-16 00:59:35
552,Qasigiannguit,68.8193,-51.1922,38.82,97,100,4.63,GL,2022-09-16 00:59:35
553,Ust-Koksa,50.2696,85.6108,34.63,84,71,1.66,RU,2022-09-16 00:59:36
554,Verkhnyachka,48.8285,30.0396,59.54,96,100,6.2,UA,2022-09-16 00:59:36
555,Ulaangom,49.9811,92.0667,45.19,57,13,3.8,MN,2022-09-16 00:56:43
556,Tsabong,-26.0217,22.401,66.4,28,5,14.2,BW,2022-09-16 00:59:37
557,Lufilufi,-13.8745,-171.5986,89.38,78,14,19.8,WS,2022-09-16 00:59:37
558,Aksum,14.1245,38.7244,57.69,83,5,0.43,ET,2022-09-16 00:59:37
559,Romitan,39.9343,64.3814,57.15,54,0,4.61,UZ,2022-09-16 00:59:38
560,Krivosheino,57.3431,83.9261,44.46,83,57,3.31,RU,2022-09-16 00:59:38
561,Chinsali,-10.5414,32.0816,59.31,76,79,5.14,ZM,2022-09-16 00:59:38
562,Santa Isabel Do Rio Negro,-0.4139,-65.0192,74.07,95,11,2.33,BR,2022-09-16 00:59:39
563,Matara,5.9485,80.5353,76.24,90,27,6.46,LK,2022-09-16 00:54:50
564,Zhangye,38.9342,100.4517,64.17,25,100,8.55,CN,2022-09-16 00:59:39
565,Chateau-Gontier,47.8333,-0.7,57.36,87,18,6.2,FR,2022-09-16 00:59:40
566,Viedma,-40.8135,-62.9967,71.78,21,100,26.4,AR,2022-09-16 00:59:40
567,Beloha,-25.1667,45.05,67.24,59,0,8.48,MG,2022-09-16 00:59:40
568,Pavlodar,52.3,76.95,33.6,80,0,2.24,KZ,2022-09-16 00:59:41
569,Peleduy,59.6289,112.7406,44.76,69,77,3.76,RU,2022-09-16 00:59:41
570,Dolhasca,47.4333,26.6,68.27,86,100,5.61,RO,2022-09-16 00:59:41
571,Qeshm,26.9581,56.2719,87.67,81,0,0.31,IR,2022-09-16 00:59:42
572,Javanrud,34.7961,46.5172,60.55,38,0,3.85,IR,2022-09-16 00:59:42
573,Balakhta,55.38,91.6,41.97,70,65,3.71,RU,2022-09-16 00:59:42
574,Ilheus,-14.7889,-39.0494,76.82,94,20,6.91,BR,2022-09-16 00:59:43
575,Half Moon Bay,37.4636,-122.4286,73.8,72,75,13.8,US,2022-09-16 00:59:43
576,Waddan,29.1614,16.139,75.27,47,0,10.36,LY,2022-09-16 00:59:44
577,Bonnyville,54.2668,-110.735,67.32,39,0,10.0,CA,2022-09-16 00:55:31
578,Saint-Pierre,-21.3393,55.4781,67.68,88,100,21.85,RE,2022-09-16 00:57:00
579,Manaus,-3.1019,-60.025,82.89,78,0,2.3,BR,2022-09-16 00:59:44
580,Dzhebariki-Khaya,62.2167,135.8,42.35,71,18,6.62,RU,2022-09-16 00:59:45
581,Pevek,69.7008,170.3133,36.81,82,68,5.17,RU,2022-09-16 00:59:45
582,Kismayo,-0.3582,42.5454,75.13,81,15,13.87,SO,2022-09-16 00:59:45
583,Abha,18.2164,42.5053,66.02,42,0,0.0,SA,2022-09-16 00:59:05
584,Villa Del Rosario,7.8339,-72.4742,82.78,65,40,3.44,CO,2022-09-16 00:59:46
585,Shakawe,-18.3667,21.85,60.39,37,0,5.93,BW,2022-09-16 01:00:47
586,Vagur,61.4732,-6.8119,47.8,67,85,21.14,FO,2022-09-16 01:00:47
587,Awjilah,29.1081,21.2869,74.8,48,0,7.38,LY,2022-09-16 01:00:47
588,Maxixe,-23.8597,35.3472,64.56,85,0,3.42,MZ,2022-09-16 01:00:48
589,Bairiki,1.3292,172.9752,82.09,66,95,14.76,KI,2022-09-16 01:00:48
590,Bathsheba,13.2167,-59.5167,82.24,79,38,4.68,BB,2022-09-16 01:00:48
591,Iquitos,-3.7481,-73.2472,72.37,99,100,2.01,PE,2022-09-16 01:00:49
